title_clean,title_display,primary_category,postings,total_vacancies,median_salary,avg_applications,avg_views,salary_score,demand_score,vacancy_score,competition_score,opportunity_score
(jc) no exp req [production operator] - ( 5 days / woodlands / aws + bonus),(Jc) No Exp Req [Production Operator] - ( 5 Days / Woodlands / Aws + Bonus),General Work,26,26,1700.0,0.0,6.576923076923077,0.03255813953488372,0.04810573415196024,0.03316881222997144,1.0,23.0
(jc) office cleaner,(Jc) Office Cleaner,General Work,21,21,1950.0,0.14285714285714285,5.142857142857143,0.044186046511627906,0.008904699663227511,0.006139773486480463,0.964452302912055,21.4
(jc) planner (manufacturing),(Jc) Planner (Manufacturing),Admin / Secretarial,28,28,2500.0,0.0,2.5357142857142856,0.06976744186046512,0.06178416060608016,0.04260006126205154,1.0,25.0
(jc) plant engineer (electrical) - jurong island,(Jc) Plant Engineer (Electrical) - Jurong Island,Engineering,28,28,4000.0,0.21428571428571427,2.4642857142857144,0.13953488372093023,0.06178416060608016,0.04260006126205154,0.9483132838391266,26.7
(jc) plant engineer (プラントエンジニア) - jurong island,(Jc) Plant Engineer (プラントエンジニア) - Jurong Island,Engineering,27,27,4000.0,0.18518518518518517,4.518518518518518,0.13953488372093023,0.055067102164869125,0.03796866223859032,0.9547707892741075,26.6
(jc) plant engineer (プラントエンジニア) - jurong island - $5000,(Jc) Plant Engineer (プラントエンジニア) - Jurong Island - $5000,Engineering,43,43,4000.0,0.11627906976744186,8.209302325581396,0.13953488372093023,0.1415845231985755,0.09762225953789384,0.9707164103839083,30.0
(jc) plastic molding injection program manager - (molding / manufacturing),(Jc) Plastic Molding Injection Program Manager - (Molding / Manufacturing),Engineering,26,26,4000.0,0.11538461538461539,2.576923076923077,0.13953488372093023,0.04810573415196024,0.03316881222997144,0.9709298070162062,26.7
(jc) production department manager - chemical manufacturing / jurong island,(Jc) Production Department Manager - Chemical Manufacturing / Jurong Island,Engineering,25,25,6250.0,0.28,5.16,0.2441860465116279,0.040881611775980604,0.028187793587614026,0.9342828146929336,29.9
(jc) production department manager - chemical manufacturing / jurong island - $6500,(Jc) Production Department Manager - Chemical Manufacturing / Jurong Island - $6500,Engineering,43,43,6250.0,0.18604651162790697,7.604651162790698,0.2441860465116279,0.1415845231985755,0.09762225953789384,0.95457739131098,33.9
(jc) production engineer (plastic injection molding industry),(Jc) Production Engineer (Plastic Injection Molding Industry),Engineering,25,25,3150.0,0.08,2.4,0.1,0.040881611775980604,0.028187793587614026,0.9795120254188261,25.0
(jc) production operator - ( 5 days / woodlands / aws + bonus) - $1900,(Jc) Production Operator - ( 5 Days / Woodlands / Aws + Bonus) - $1900,General Work,25,25,1700.0,0.0,14.2,0.03255813953488372,0.040881611775980604,0.028187793587614026,1.0,22.7
(jc) purchasing administrator,(Jc) Purchasing Administrator,Admin / Secretarial,30,30,2600.0,0.16666666666666666,2.9,0.07441860465116279,0.07454999165608236,0.05140207749819307,0.9589631953602957,24.8
(jc) qc engineer,(Jc) Qc Engineer,Engineering,22,22,4350.0,0.13636363636363635,2.8636363636363638,0.1558139534883721,0.017413501515337666,0.012006576184952003,0.9659691861303212,26.2
(jc) quality engineer (manufacturing process),(Jc) Quality Engineer (Manufacturing Process),Engineering,31,31,3100.0,0.03225806451612903,3.0,0.09767441860465116,0.08062721711121962,0.055592312894329025,0.9915481064906082,26.6
(jc) quality engineer (manufacturing process) - $3500,(Jc) Quality Engineer (Manufacturing Process) - $3500,Engineering,39,39,3100.0,0.38461538461538464,8.897435897435898,0.09767441860465116,0.12334057993194562,0.08504309534442024,0.9133685593408716,26.5
(jc) regional sales manager,(Jc) Regional Sales Manager,Engineering,22,22,5100.0,0.4090909090909091,4.818181818181818,0.19069767441860466,0.017413501515337666,0.012006576184952003,0.9087038943326466,26.4
(jc) sales admin assistant,(Jc) Sales Admin Assistant,F&B,21,21,2400.0,0.2857142857142857,5.761904761904762,0.06511627906976744,0.008904699663227511,0.006139773486480463,0.9330970119102981,21.6
(jc) sales engineer (electrical)-$4500,(Jc) Sales Engineer (Electrical)-$4500,Sales / Retail,44,44,3750.0,0.045454545454545456,7.409090909090909,0.12790697674418605,0.14588619913755538,0.10058825691865299,0.9881663947343341,30.0
(jc) sales executive (motorcycle),(Jc) Sales Executive (Motorcycle),General Work,27,27,2250.0,0.037037037037037035,3.2962962962962963,0.05813953488372093,0.055067102164869125,0.03796866223859032,0.9903184863620526,24.1
(jc) senior carpenter,(Jc) Senior Carpenter,Building and Construction,60,60,2650.0,0.0,5.816666666666666,0.07674418604651163,0.20411728281682306,0.14073847839545545,1.0,30.3
(jc) senior logistics officer (pioneer) - $2900,(Jc) Senior Logistics Officer (Pioneer) - $2900,Admin / Secretarial,21,21,2800.0,0.0,9.619047619047619,0.08372093023255814,0.008904699663227511,0.006139773486480463,1.0,23.7
(jc) senior merchandiser - $4000,(Jc) Senior Merchandiser - $4000,Sales / Retail,24,24,3500.0,0.16666666666666666,6.875,0.11627906976744186,0.033374119217323556,0.02301139174309802,0.9589631953602957,25.0
(jc) service engineer (field site),(Jc) Service Engineer (Field Site),Engineering,51,51,3250.0,0.13725490196078433,3.803921568627451,0.10465116279069768,0.1735614353113287,0.11967027963902747,0.9657604740188569,29.6
(jc) service engineer (field site) - $3000,(Jc) Service Engineer (Field Site) - $3000,Engineering,48,48,2750.0,0.20833333333333334,8.083333333333334,0.08139534883720931,0.16218681075386673,0.11182749763426507,0.9496214549459286,28.0
(jc) service engineer e1 (field site) - $2600,(Jc) Service Engineer E1 (Field Site) - $2600,Engineering,48,48,2550.0,0.08333333333333333,6.770833333333333,0.07209302325581396,0.16218681075386673,0.11182749763426507,0.9786916479297223,28.2
(jc) van sales representative (woodlands),(Jc) Van Sales Representative (Woodlands),F&B,27,27,2000.0,0.0,2.6666666666666665,0.046511627906976744,0.055067102164869125,0.03796866223859032,1.0,23.8
(jc) van sales representative (woodlands) - $2800,(Jc) Van Sales Representative (Woodlands) - $2800,F&B,25,25,2000.0,0.04,6.2,0.046511627906976744,0.040881611775980604,0.028187793587614026,0.9895589643503052,23.1
(jc) warehouse assistant (pioneer) - $2400,(Jc) Warehouse Assistant (Pioneer) - $2400,General Work,27,27,2200.0,0.037037037037037035,8.333333333333334,0.05581395348837209,0.055067102164869125,0.03796866223859032,0.9903184863620526,24.0
(jc) warehouse coordinator (pioneer) - $2500,(Jc) Warehouse Coordinator (Pioneer) - $2500,Admin / Secretarial,26,26,2300.0,0.038461538461538464,8.73076923076923,0.06046511627906977,0.04810573415196024,0.03316881222997144,0.9899530610685209,23.9
(jcoc) purchasing officer/executive (chemicals) - $3000,(Jcoc) Purchasing Officer/Executive (Chemicals) - $3000,Admin / Secretarial,22,22,2500.0,0.045454545454545456,9.227272727272727,0.06976744186046512,0.017413501515337666,0.012006576184952003,0.9881663947343341,23.2
(jcoc) supply chain coordinator - jurong island,(Jcoc) Supply Chain Coordinator - Jurong Island,Engineering,24,24,2750.0,0.2916666666666667,2.9583333333333335,0.08139534883720931,0.033374119217323556,0.02301139174309802,0.9318673917817426,23.1
(jcoc) supply chain coordinator - jurong island - $3300,(Jcoc) Supply Chain Coordinator - Jurong Island - $3300,Engineering,42,42,2750.0,0.09523809523809523,6.642857142857143,0.08139534883720931,0.1371839495444324,0.09458807237057286,0.9757821950954849,27.6
(jcor) annual inspector - escalator & elevator industry ($4400),(Jcor) Annual Inspector - Escalator & Elevator Industry ($4400),Customer Service,45,45,3800.0,0.08888888888888889,6.288888888888889,0.13023255813953488,0.15009332505068576,0.10348906223636545,0.977329945295586,30.1
(joc) warehouse assistant (serangoon/loyang) - $2500,(Joc) Warehouse Assistant (Serangoon/Loyang) - $2500,General Work,21,21,2150.0,0.047619047619047616,6.476190476190476,0.053488372093023255,0.008904699663227511,0.006139773486480463,0.9876158003611508,22.2
(k) no exp req - delivery assistant (gross up $3k),(K) No Exp Req - Delivery Assistant (Gross Up $3K),General Work,23,23,2850.0,0.21739130434782608,7.086956521739131,0.08604651162790698,0.025560114946350486,0.0176236506557387,0.9476333031768658,23.3
(night club) general manager,(Night Club) General Manager,General Management,31,67,9750.0,0.41935483870967744,6.838709677419355,0.4069767441860465,0.08062721711121962,0.15507611710044367,0.906771811210298,38.8
(student / fresh entry / mid-career) financial advisor (hybrid work),(Student / Fresh Entry / Mid-Career) Financial Advisor (Hybrid Work),Banking and Finance,63,378,4150.0,0.15873015873015872,11.015873015873016,0.14651162790697675,0.2133070406465676,0.3818238016999025,0.9607803511158548,36.1
(student / fresh graduates) financial advisor,(Student / Fresh Graduates) Financial Advisor,Banking and Finance,93,1860,3500.0,0.03225806451612903,4.096774193548387,0.11627906976744186,0.2868897916218279,0.5918500526540961,0.9915481064906082,40.5
*** $12 per hour part time waiters & waitresses wanted @ east coast road (5 vacancies) ***,*** $12 Per Hour Part Time Waiters & Waitresses Wanted @ East Coast Road (5 Vacancies) ***,F&B,32,160,1200.0,0.0625,10.71875,0.009302325581395349,0.0865174210337064,0.26883038368345363,0.9838609809270716,26.2
*** bartender / barman wanted @ east coast road ***,*** Bartender / Barman Wanted @ East Coast Road ***,F&B,31,61,2900.0,0.06451612903225806,4.870967741935484,0.08837209302325581,0.08062721711121962,0.14288456354960652,0.9833563129379472,27.4
*** head chef wanted @ east coast road ***,*** Head Chef Wanted @ East Coast Road ***,F&B,84,84,4600.0,0.11904761904761904,2.011904761904762,0.16744186046511628,0.26762495781028894,0.18452689955053486,0.9700569790718965,35.6
*** sous chef wanted @ east coast road ***,*** Sous Chef Wanted @ East Coast Road ***,F&B,72,75,3600.0,0.08333333333333333,3.6805555555555554,0.12093023255813953,0.23849292962144364,0.16975582423610688,0.9786916479297223,32.9
*fast hire* 3- 6 months contract admin assistant (up to $2600) #nje,*Fast Hire* 3- 6 Months Contract Admin Assistant (Up To $2600) #Nje,Admin / Secretarial,30,150,2300.0,0.6,4.9,0.06046511627906977,0.07454999165608236,0.2603671432370533,0.8748792601179392,25.7
"*intern* clinic receptionist (no experience needed, office hrs) #hvw","*Intern* Clinic Receptionist (No Experience Needed, Office Hrs) #Hvw",Customer Service,33,66,2600.0,0.15151515151515152,2.3636363636363638,0.07441860465116279,0.09223177145421484,0.1531208023899448,0.9624431440579913,26.8
-appointment setting executive,-Appointment Setting Executive,Insurance,122,122,6500.0,0.4918032786885246,6.573770491803279,0.2558139534883721,0.33835969889448386,0.23329836903369425,0.8935189083698357,40.1
-appointment setting officer,-Appointment Setting Officer,Consulting,118,354,4500.0,0.3983050847457627,5.627118644067797,0.16279069767441862,0.33203130357856053,0.373189792269987,0.9107494433562069,38.6
-customer admin officer,-Customer Admin Officer,Admin / Secretarial,120,240,4500.0,0.8583333333333333,16.283333333333335,0.16279069767441862,0.3352216528212796,0.3220706709652974,0.8350335638838249,36.4
-customer support executive,-Customer Support Executive,Admin / Secretarial,119,238,4750.0,0.5294117647058824,8.571428571428571,0.1744186046511628,0.33363312483777263,0.3209708201924361,0.8868908742732446,37.9
-human resource & administrative officer (hr & admin),-Human Resource & Administrative Officer (Hr & Admin),Human Resources,118,590,4250.0,1.0932203389830508,21.805084745762713,0.1511627906976744,0.33203130357856053,0.44046044175806676,0.8033479971895089,37.0
-recruitment officer,-Recruitment Officer,Admin / Secretarial,120,120,1640.0,0.3,5.566666666666666,0.029767441860465118,0.3352216528212796,0.23113469223287217,0.9301554097753107,31.6
-social media executive,-Social Media Executive,Consulting,120,120,6000.0,0.38333333333333336,6.2,0.23255813953488372,0.3352216528212796,0.23113469223287217,0.9136151663844787,39.4
-social media wfh officer,-Social Media Wfh Officer,Customer Service,119,238,4750.0,0.6218487394957983,10.974789915966387,0.1744186046511628,0.33363312483777263,0.3209708201924361,0.8712686051869735,37.6
-work from home- financial sales officer,-Work From Home- Financial Sales Officer,Professional Services,121,968,4250.0,0.35537190082644626,10.429752066115702,0.1511627906976744,0.3367971063521712,0.5057184243578715,0.9190512647197073,40.4
.net developer,.Net Developer,Information Technology,198,527,6750.0,0.8080808080808081,17.2020202020202,0.26744186046511625,0.430454106493905,0.42558354150495725,0.842331526878133,44.7
1 year contract customer service agent (office hour) #hty,1 Year Contract Customer Service Agent (Office Hour) #Hty,Healthcare / Pharmaceutical,21,230,3500.0,0.14285714285714285,3.7142857142857144,0.11627906976744186,0.008904699663227511,0.3164774047978051,0.964452302912055,28.9
"2-4 month patient service associate (office hours, no experience needed, multiple locations!) #hvw","2-4 Month Patient Service Associate (Office Hours, No Experience Needed, Multiple Locations!) #Hvw",Customer Service,23,46,2500.0,0.21739130434782608,5.217391304347826,0.06976744186046512,0.025560114946350486,0.10632747978219786,0.9476333031768658,24.0
3195-accounts executive [full set],3195-Accounts Executive [Full Set],Accounting / Auditing / Taxation,20,20,3250.0,0.2,10.35,0.10465116279069768,0.0,0.0,0.9514637618455885,23.2
3195-childcare principal & teacher (dpl/dpt/acey/cpt/hcic) islandwide!!,3195-Childcare Principal & Teacher (Dpl/Dpt/Acey/Cpt/Hcic) Islandwide!!,Education and Training,26,26,3250.0,0.07692307692307693,6.346153846153846,0.10465116279069768,0.04810573415196024,0.03316881222997144,0.9802715474305734,25.5
3195-outdoor sales executive,3195-Outdoor Sales Executive,Sales / Retail,27,27,3650.0,0.18518518518518517,16.037037037037038,0.12325581395348838,0.055067102164869125,0.03796866223859032,0.9547707892741075,26.0
3d designer,3D Designer,Architecture / Interior Design,20,29,3500.0,2.75,56.9,0.11627906976744186,0.0,0.04707443310582992,0.6481323582385441,18.3
3d renderer,3D Renderer,Architecture / Interior Design,29,43,4000.0,0.41379310344827586,18.20689655172414,0.13953488372093023,0.0682734777670765,0.09762225953789384,0.9078170119425645,26.9
6723-childcare cleaner / childcare cook [islandwide],6723-Childcare Cleaner / Childcare Cook [Islandwide],General Work,20,20,1600.0,0.45,16.6,0.027906976744186046,0.0,0.0,0.901085216791517,19.1
6723-technical sales engineer/ product sales engineer [plc |up to $3.5k |training provided],6723-Technical Sales Engineer/ Product Sales Engineer [Plc |Up To $3.5K |Training Provided],Engineering,34,34,3100.0,0.08823529411764706,3.4411764705882355,0.09767441860465116,0.09778046498559514,0.06741944468868154,0.9774897845585907,26.9
aba therapist #65954,Aba Therapist #65954,Education and Training,36,108,2700.0,0.19444444444444445,4.138888888888889,0.07906976744186046,0.10841745270175339,0.21735021072206204,0.9526990878884424,28.2
account,Account,Accounting / Auditing / Taxation,35,48,3250.0,1.6,55.857142857142854,0.10465116279069768,0.10317283631682937,0.11182749763426507,0.7456311153182555,23.4
account & admin assistant,Account & Admin Assistant,Accounting / Auditing / Taxation,25,127,2500.0,2.8,69.12,0.06976744186046512,0.040881611775980604,0.23855728499715587,0.6446063161662142,20.3
account assistant,Account Assistant,Accounting / Auditing / Taxation,703,1596,2650.0,3.681365576102418,91.61450924608819,0.07674418604651163,0.6723038173399678,0.5716586107709526,0.5890774177449882,40.2
account assistant,Account Assistant,Building and Construction,25,57,2650.0,4.16,94.32,0.07674418604651163,0.040881611775980604,0.13408254731346492,0.563162524393158,17.4
account assistant / account executive,Account Assistant / Account Executive,Accounting / Auditing / Taxation,37,70,2900.0,1.1081081081081081,49.62162162162162,0.08837209302325581,0.11352219584447215,0.16077403771706889,0.8014612969852478,24.8
account assistant manager,Account Assistant Manager,Accounting / Auditing / Taxation,23,205,4600.0,0.8260869565217391,15.08695652173913,0.16744186046511628,0.025560114946350486,0.30136005989948267,0.8396935104474598,28.7
account assistant manager,Account Assistant Manager,Admin / Secretarial,21,150,4500.0,0.42857142857142855,5.857142857142857,0.16279069767441862,0.008904699663227511,0.2603671432370533,0.9050487483370605,28.7
account cum admin,Account Cum Admin,Accounting / Auditing / Taxation,43,43,2650.0,1.3953488372093024,40.7906976744186,0.07674418604651163,0.1415845231985755,0.09762225953789384,0.7674558832333792,23.4
account cum admin assistant,Account Cum Admin Assistant,Accounting / Auditing / Taxation,85,100,2600.0,1.411764705882353,50.917647058823526,0.07441860465116279,0.2698637730797804,0.2072896217354637,0.7656376932320154,28.1
account cum admin executive,Account Cum Admin Executive,Accounting / Auditing / Taxation,31,38,3000.0,1.3870967741935485,41.87096774193548,0.09302325581395349,0.08062721711121962,0.08170161740043709,0.7683745775192152,22.3
account director,Account Director,Advertising / Media,30,46,8500.0,3.7666666666666666,34.2,0.3488372093023256,0.07454999165608236,0.10632747978219786,0.584270318310296,29.1
account executive,Account Executive,Accounting / Auditing / Taxation,1318,1879,3200.0,2.7488619119878606,60.262518968133534,0.10232558139534884,0.7924848340566731,0.5931906924893564,0.6482131633035254,45.8
account executive,Account Executive,Advertising / Media,58,83,3000.0,1.4482758620689655,38.793103448275865,0.09302325581395349,0.1977361411452503,0.18296497210282683,0.761637767295789,26.6
account executive,Account Executive,Building and Construction,26,49,3500.0,2.1153846153846154,43.0,0.11627906976744186,0.04810573415196024,0.11449387779451146,0.6974889738820595,21.5
account executive,Account Executive,Information Technology,30,76,11250.0,1.8,32.2,0.47674418604651164,0.07454999165608236,0.17148109493356864,0.725902662748829,38.0
"account executive (advertising agency, up to $4,000)","Account Executive (Advertising Agency, Up To $4,000)",Advertising / Media,29,29,3500.0,0.27586206896551724,5.482758620689655,0.11627906976744186,0.0682734777670765,0.04707443310582992,0.9351448088120845,25.8
account executive (it solutions),Account Executive (It Solutions),Information Technology,37,37,3000.0,0.16216216216216217,10.972972972972974,0.09302325581395349,0.11352219584447215,0.07827333818469344,0.9599930314010232,26.9
account executive cum admin,Account Executive Cum Admin,Accounting / Auditing / Taxation,21,27,3650.0,6.523809523809524,88.61904761904762,0.12325581395348838,0.008904699663227511,0.03796866223859032,0.46276428404327874,15.0
account manager,Account Manager,Accounting / Auditing / Taxation,117,159,5500.0,2.3504273504273505,33.78632478632478,0.20930232558139536,0.33041596468059836,0.2680080674472471,0.6781259466061647,34.2
account manager,Account Manager,Advertising / Media,73,115,4600.0,2.9315068493150687,32.24657534246575,0.16744186046511628,0.24109727623710156,0.22556503336487838,0.6355493195879337,28.8
account manager,Account Manager,Consulting,33,54,5200.0,2.9393939393939394,26.696969696969695,0.19534883720930232,0.09223177145421484,0.12707304198798514,0.6350157997209274,24.7
account manager,Account Manager,Customer Service,72,107,4750.0,3.4583333333333335,38.81944444444444,0.1744186046511628,0.23849292962144364,0.21613378433279834,0.6020725312864248,28.2
account manager,Account Manager,Engineering,38,94,4500.0,0.7105263157894737,13.789473684210526,0.16279069767441862,0.11849433314645949,0.1992066066861981,0.8570969501199915,29.6
account manager,Account Manager,Information Technology,76,96,5000.0,3.75,33.71052631578947,0.18604651162790697,0.2487042317875732,0.20195631716319015,0.5852027615912196,28.4
account manager,Account Manager,Marketing / Public Relations,29,42,5000.0,6.655172413793103,59.6551724137931,0.18604651162790697,0.0682734777670765,0.09458807237057286,0.45815642716856786,19.7
account manager,Account Manager,Sales / Retail,91,149,4750.0,3.681318681318681,37.582417582417584,0.1744186046511628,0.28277314858603386,0.259490187658748,0.5890800844946442,29.7
account manager #65859,Account Manager #65859,Sales / Retail,26,78,3000.0,0.038461538461538464,2.923076923076923,0.09302325581395349,0.04810573415196024,0.17486541700354222,0.9899530610685209,27.3
"account manager (manufacturing, semiconductor, electronics/ north)","Account Manager (Manufacturing, Semiconductor, Electronics/ North)",Engineering,35,105,5750.0,1.1142857142857143,18.37142857142857,0.22093023255813954,0.10317283631682937,0.21366677177685883,0.8006823285156566,30.6
account manager (software),Account Manager (Software),Information Technology,32,235,5750.0,0.09375,1.375,0.22093023255813954,0.0865174210337064,0.3193036654487776,0.9761441425129506,35.3
account officer,Account Officer,Accounting / Auditing / Taxation,24,37,2825.0,2.25,49.958333333333336,0.08488372093023255,0.033374119217323556,0.07827333818469344,0.686227560743261,19.1
account payable,Account Payable,Accounting / Auditing / Taxation,22,27,2800.0,2.090909090909091,66.77272727272727,0.08372093023255814,0.017413501515337666,0.03796866223859032,0.6995886872932713,18.3
accountant,Accountant,Accounting / Auditing / Taxation,1862,2520,4300.0,6.681525241675618,84.55639097744361,0.15348837209302327,0.8585836811386457,0.631911885725803,0.457241568758159,46.2
accountant,Accountant,Banking and Finance,20,26,4875.0,3.25,74.15,0.18023255813953487,0.0,0.03316881222997144,0.6148123920129611,20.0
accountant,Accountant,Building and Construction,20,30,4050.0,4.55,50.2,0.14186046511627906,0.0,0.05140207749819307,0.5437659384171403,17.3
